canonical_id,source,original_ids,title,authors,year,doi,abstract,pdf_url,url,language,stage_title_abstract_decision,stage_title_abstract_label,stage_title_abstract_evidence,stage_full_text_decision,stage_full_text_label,stage_full_text_evidence,task_category,confidence,bias_score,bias_flags
crossref:10.5772/56146,CrossRef,crossref:10.5772/56146,Bayesian Sequential Learning for EEG-Based BCI Classification Problems,S. Shigezumi;H. Hara;H. Namba;C. Serizawa;Y. Dobashi;A. Takemoto;K. Nakamura;T. Matsumoto,2013.0,10.5772/56146,,,https://doi.org/10.5772/56146,English,Exclude,Outside date range,Bayesian Sequential Learning for EEG-Based BCI Classification Problems,,,,,0.95,0.6,
crossref:10.1109/cvidl65390.2025.11085992,CrossRef,crossref:10.1109/cvidl65390.2025.11085992,CNN-Transformer based Automated Neural Architecture Search for Ultrasonic Railway Track Defect Classification,Yulan Zeng;Wansu Lim,2025.0,10.1109/cvidl65390.2025.11085992,,,https://doi.org/10.1109/cvidl65390.2025.11085992,English,Exclude,Outside date range,CNN-Transformer based Automated Neural Architecture Search for Ultrasonic Railway Track Defect Classification,,,,,0.95,0.6,
crossref:10.7717/peerj-cs.2669/fig-12,CrossRef,crossref:10.7717/peerj-cs.2669/fig-12,"Figure 12: Results of 3-class sentiment classification using deep learning (CNN-non-static, BiLSTM-non-static, LSTM-CNN-non-static).",,,10.7717/peerj-cs.2669/fig-12,,,https://doi.org/10.7717/peerj-cs.2669/fig-12,English,Exclude,Not EEG-BCI focused,"Figure 12: Results of 3-class sentiment classification using deep learning (CNN-non-static, BiLSTM-non-static, LSTM-CNN-non-static).",,,,,0.9,0.6,
crossref:10.1109/iww-bci.2018.8311492,CrossRef,crossref:10.1109/iww-bci.2018.8311492,BCI classification using locally generated CSP features,Yongkoo Park;Wonzoo Chung,2018.0,10.1109/iww-bci.2018.8311492,,,https://doi.org/10.1109/iww-bci.2018.8311492,English,Exclude,Outside date range,BCI classification using locally generated CSP features,,,,,0.95,0.6,
crossref:10.1088/1741-2552/ab9842,CrossRef,crossref:10.1088/1741-2552/ab9842,Deep learning-based BCI for gait decoding from EEG with LSTM recurrent neural network,Stefano Tortora;Stefano Ghidoni;Carmelo Chisari;Silvestro Micera;Fiorenzo Artoni,2020.0,10.1088/1741-2552/ab9842,,,https://doi.org/10.1088/1741-2552/ab9842,English,Exclude,Not classification-focused,Deep learning-based BCI for gait decoding from EEG with LSTM recurrent neural network,,,,,0.85,0.6,
crossref:10.1109/bci60775.2024.10480506,CrossRef,crossref:10.1109/bci60775.2024.10480506,Pioneering EEG Motor Imagery Classification Through Counterfactual Analysis,Kang Yin;Hye-Bin Shin;Hee-Dong Kim,2024.0,10.1109/bci60775.2024.10480506,,https://doi.org/10.1109/bci60775.2024.10480506,https://doi.org/10.1109/bci60775.2024.10480506,English,Include,,Pioneering EEG Motor Imagery Classification Through Counterfactual Analysis,Exclude,Insufficient methodological detail,No DL architecture mention in full text or abstract,,0.8,0.6,
crossref:10.1109/iww-bci.2016.7457462,CrossRef,crossref:10.1109/iww-bci.2016.7457462,Deep feature learning for pulmonary nodule classification in a lung CT,Bum-Chae Kim;Yu Sub Sung;Heung-Il Suk,2016.0,10.1109/iww-bci.2016.7457462,,,https://doi.org/10.1109/iww-bci.2016.7457462,English,Exclude,Outside date range,Deep feature learning for pulmonary nodule classification in a lung CT,,,,,0.95,0.6,
crossref:10.1109/bci65088.2025.10931755,CrossRef,crossref:10.1109/bci65088.2025.10931755,HiRENet: Novel Convolutional Neural Network Architecture Using Hilbert-Transformed and Raw Electroencephalogram for Subject-Independent Emotion Classification,Minsu Kim;Chang-Hwan Im,2025.0,10.1109/bci65088.2025.10931755,,,https://doi.org/10.1109/bci65088.2025.10931755,English,Exclude,Outside date range,HiRENet: Novel Convolutional Neural Network Architecture Using Hilbert-Transformed and Raw Electroencephalogram for Subject-Independent Emotion Classification,,,,,0.95,0.6,
crossref:10.1109/bci65088.2025.10931379,CrossRef,crossref:10.1109/bci65088.2025.10931379,"Multimodal Classification of Motion Sickness Using EEG, fNIRS, and IMU Signals",Hyunmin Lee;Taehun Kim;Jinung An,2025.0,10.1109/bci65088.2025.10931379,,,https://doi.org/10.1109/bci65088.2025.10931379,English,Exclude,Outside date range,"Multimodal Classification of Motion Sickness Using EEG, fNIRS, and IMU Signals",,,,,0.95,0.6,
crossref:10.1007/s00521-025-11403-2,CrossRef,crossref:10.1007/s00521-025-11403-2,Data augmentation and feature extraction using deep learning for motor imagery EEG-based brain–computer interface classification,Marzieh Anjerani;Mir Mohsen Pedram;Mitra Mirzarezaee,2025.0,10.1007/s00521-025-11403-2,,,https://doi.org/10.1007/s00521-025-11403-2,English,Exclude,Outside date range,Data augmentation and feature extraction using deep learning for motor imagery EEG-based brain–computer interface classification,,,,,0.95,0.6,
crossref:10.1109/bci53720.2022.9735124,CrossRef,crossref:10.1109/bci53720.2022.9735124,EEG-Transformer: Self-attention from Transformer Architecture for Decoding EEG of Imagined Speech,Young-Eun Lee;Seo-Hyun Lee,2022.0,10.1109/bci53720.2022.9735124,,,https://doi.org/10.1109/bci53720.2022.9735124,English,Exclude,Not classification-focused,EEG-Transformer: Self-attention from Transformer Architecture for Decoding EEG of Imagined Speech,,,,,0.85,0.6,
crossref:10.21203/rs.3.rs-1599383/v1,CrossRef,crossref:10.21203/rs.3.rs-1599383/v1,Brain Tumor Segmentation and Classification using hybrid Deep CNN with LuNet Classifier,T. Balamurugan;E. Gnanamanoharan,2022.0,10.21203/rs.3.rs-1599383/v1,"<jats:title>Abstract</jats:title>
        <jats:p>The early diagnosis of brain tumors is critical to enhancing patient survival and prospects. The magnetic resonance imaging (MRI) brain tumor images must be physically analyzed in this work. As a result, computerized approaches for more precise tumor diagnostics are required. However, evaluating shape, volume, borders, Tumor detection, size, segmentation, and classification remains challenging. This work proposes a hybrid Deep Convolutional Neural Network (DCNN) classifier using an enhanced LuNet classifier algorithm in this proposed work. The primary intention of this work is to determine the area of the tumor site and classify brain tumors as benign or malignant. Initially, we split the data using the extended LuNet algorithm. Grey-level co-occurrence matrix (GLCM) and VGG16 extracted the features, yielding 13 classification features. For pretreatment, the Laplacian of Gaussian filter (LOG) is used. Overall, the proposed approach tries to increase the performance of non-deep learning classifiers. Traditional classifiers are superior deep learning methods because they require fewer training data sets, have lower computing complexity, lower user costs, and are easier to use by people with less training experience. The proposed algorithm achieves a better accuracy rate of 99.7%. Compared to the existing algorithm, the proposed approach outperforms them.</jats:p>",,https://doi.org/10.21203/rs.3.rs-1599383/v1,English,Exclude,Not EEG-BCI focused,Brain Tumor Segmentation and Classification using hybrid Deep CNN with LuNet Classifier,,,,,0.9,0.6,
crossref:10.1109/ie49459.2020.9155016,CrossRef,crossref:10.1109/ie49459.2020.9155016,A CNN-LSTM Deep Learning Classifier for Motor Imagery EEG Detection Using a Low-invasive and Low-Cost BCI Headband,Francisco M. Garcia-Moreno;Maria Bermudez-Edo;Maria Jose Rodriguez-Fortiz;Jose Luis Garrido,2020.0,10.1109/ie49459.2020.9155016,,https://doi.org/10.1109/ie49459.2020.9155016,https://doi.org/10.1109/ie49459.2020.9155016,English,Include,,A CNN-LSTM Deep Learning Classifier for Motor Imagery EEG Detection Using a Low-invasive and Low-Cost BCI Headband,Exclude,Insufficient methodological detail,No DL architecture mention in full text or abstract,,0.8,0.6,
crossref:10.1109/bci57258.2023.10078542,CrossRef,crossref:10.1109/bci57258.2023.10078542,Subject-Aware User State Classification with Deep Learning Models: An Exploratory Study,Haram Kwon;Jaehoon Choi;Jin Woo Choi;Sungho Jo,2023.0,10.1109/bci57258.2023.10078542,,,https://doi.org/10.1109/bci57258.2023.10078542,English,Exclude,Not EEG-BCI focused,Subject-Aware User State Classification with Deep Learning Models: An Exploratory Study,,,,,0.9,0.6,
crossref:10.3390/s22062241,CrossRef,crossref:10.3390/s22062241,An Unsupervised Deep-Transfer-Learning-Based Motor Imagery EEG Classification Scheme for Brain–Computer Interface,Xuying Wang;Rui Yang;Mengjie Huang,2022.0,10.3390/s22062241,"<jats:p>Brain–computer interface (BCI) research has attracted worldwide attention and has been rapidly developed. As one well-known non-invasive BCI technique, electroencephalography (EEG) records the brain’s electrical signals from the scalp surface area. However, due to the non-stationary nature of the EEG signal, the distribution of the data collected at different times or from different subjects may be different. These problems affect the performance of the BCI system and limit the scope of its practical application. In this study, an unsupervised deep-transfer-learning-based method was proposed to deal with the current limitations of BCI systems by applying the idea of transfer learning to the classification of motor imagery EEG signals. The Euclidean space data alignment (EA) approach was adopted to align the covariance matrix of source and target domain EEG data in Euclidean space. Then, the common spatial pattern (CSP) was used to extract features from the aligned data matrix, and the deep convolutional neural network (CNN) was applied for EEG classification. The effectiveness of the proposed method has been verified through the experiment results based on public EEG datasets by comparing with the other four methods.</jats:p>",https://doi.org/10.3390/s22062241,https://doi.org/10.3390/s22062241,English,Include,,An Unsupervised Deep-Transfer-Learning-Based Motor Imagery EEG Classification Scheme for Brain–Computer Interface,Exclude,No performance metrics reported,No metrics found in full text,,0.9,0.6,
crossref:10.1109/bci57258.2023.10078589,CrossRef,crossref:10.1109/bci57258.2023.10078589,High Accuracy Silent Speech BCI Using Compact Deep Learning Model for Edge Computing,Nobuaki Kobayashi;Tomoya Nemoto;Takahiro Morooka,2023.0,10.1109/bci57258.2023.10078589,,https://doi.org/10.1109/bci57258.2023.10078589,https://doi.org/10.1109/bci57258.2023.10078589,English,Include,,High Accuracy Silent Speech BCI Using Compact Deep Learning Model for Edge Computing,Exclude,Insufficient methodological detail,No DL architecture mention in full text or abstract,,0.8,0.6,
crossref:10.1109/bci53720.2022.9734940,CrossRef,crossref:10.1109/bci53720.2022.9734940,Motor Imagery Classification based on Multi-Kernel CNN with the amalgamated Cross Entropy Loss,Jinhyo Shin;Wonzoo Chung,2022.0,10.1109/bci53720.2022.9734940,,,https://doi.org/10.1109/bci53720.2022.9734940,English,Exclude,Not EEG-BCI focused,Motor Imagery Classification based on Multi-Kernel CNN with the amalgamated Cross Entropy Loss,,,,,0.9,0.6,
crossref:10.21817/indjcse/2022/v13i6/221306085,CrossRef,crossref:10.21817/indjcse/2022/v13i6/221306085,Improved Multi-Label Image Classification Performance using Supervised CNN-LSTM Deep Neural Network,Joseph James S;Lakshmi C,2022.0,10.21817/indjcse/2022/v13i6/221306085,,,https://doi.org/10.21817/indjcse/2022/v13i6/221306085,English,Exclude,Not EEG-BCI focused,Improved Multi-Label Image Classification Performance using Supervised CNN-LSTM Deep Neural Network,,,,,0.9,0.6,
crossref:10.1109/siu.2015.7130442,CrossRef,crossref:10.1109/siu.2015.7130442,Improving classification accuracy of EEG based brain computer interface signals,Onder Aydemir,2015.0,10.1109/siu.2015.7130442,,,https://doi.org/10.1109/siu.2015.7130442,English,Exclude,Outside date range,Improving classification accuracy of EEG based brain computer interface signals,,,,,0.95,0.6,
crossref:10.1007/s00221-014-3860-x,CrossRef,crossref:10.1007/s00221-014-3860-x,Erratum to: Electroencephalography (EEG)-based neurofeedback training for brain–computer interface (BCI),Kyuwan Choi,2014.0,10.1007/s00221-014-3860-x,,,https://doi.org/10.1007/s00221-014-3860-x,English,Exclude,Outside date range,Erratum to: Electroencephalography (EEG)-based neurofeedback training for brain–computer interface (BCI),,,,,0.95,0.6,
crossref:10.2139/ssrn.3274806,CrossRef,crossref:10.2139/ssrn.3274806,"The Development of an Electroencephalography (EEG)-Derived, 3D-Printed Brain-Computer Interface (BCI) NeuroProsthesis Utilizing Machine Learning for Chronic Impairment",Thriaksh Rajan;Joel D. Valliath,2018.0,10.2139/ssrn.3274806,,,https://doi.org/10.2139/ssrn.3274806,English,Exclude,Outside date range,"The Development of an Electroencephalography (EEG)-Derived, 3D-Printed Brain-Computer Interface (BCI) NeuroProsthesis Utilizing Machine Learning for Chronic Impairment",,,,,0.95,0.6,
crossref:10.1016/s0013-4694(96)95689-8,CrossRef,crossref:10.1016/s0013-4694(96)95689-8,On-line EEG classification during externally-paced hand movements using a neural network-based classifier,G. Pfurtscheller;J. Kalcher;Ch. Neuper;D. Flotzinger;M. Pregenzer,1996.0,10.1016/s0013-4694(96)95689-8,,,https://doi.org/10.1016/s0013-4694(96)95689-8,English,Exclude,Outside date range,On-line EEG classification during externally-paced hand movements using a neural network-based classifier,,,,,0.95,0.6,
crossref:10.3389/fpsyg.2023.1141801,CrossRef,crossref:10.3389/fpsyg.2023.1141801,Multi-Input CNN-LSTM deep learning model for fear level classification based on EEG and peripheral physiological signals,Nagisa Masuda;Ikuko Eguchi Yairi,2023.0,10.3389/fpsyg.2023.1141801,"<jats:p>Objective and accurate classification of fear levels is a socially important task that contributes to developing treatments for Anxiety Disorder, Obsessive–compulsive Disorder, Post-Traumatic Stress Disorder (PTSD), and Phobia. This study examines a deep learning model to automatically estimate human fear levels with high accuracy using multichannel EEG signals and multimodal peripheral physiological signals in the DEAP dataset. The Multi-Input CNN-LSTM classification model combining Convolutional Neural Network (CNN) and Long Sort-Term Memory (LSTM) estimated four fear levels with an accuracy of 98.79% and an F1 score of 99.01% in a 10-fold cross-validation. This study contributes to the following; (1) to present the possibility of recognizing fear emotion with high accuracy using a deep learning model from physiological signals without arbitrary feature extraction or feature selection, (2) to investigate effective deep learning model structures for high-accuracy fear recognition and to propose Multi-Input CNN-LSTM, and (3) to examine the model’s tolerance to individual differences in physiological signals and the possibility of improving accuracy through additional learning.</jats:p>",https://doi.org/10.3389/fpsyg.2023.1141801,https://doi.org/10.3389/fpsyg.2023.1141801,English,Include,,Multi-Input CNN-LSTM deep learning model for fear level classification based on EEG and peripheral physiological signals,Exclude,No performance metrics reported,No metrics found in full text,,0.9,0.25,cv_reported
crossref:10.1142/9781786349590_0004,CrossRef,crossref:10.1142/9781786349590_0004,Deep Learning-Based BCI,,2021.0,10.1142/9781786349590_0004,,,https://doi.org/10.1142/9781786349590_0004,English,Exclude,Not classification-focused,Deep Learning-Based BCI,,,,,0.85,0.6,
crossref:10.1109/bci51272.2021.9385358,CrossRef,crossref:10.1109/bci51272.2021.9385358,Motor Imagery Classification Emphasizing Corresponding Frequency Domain Method based on Deep Learning Framework,Byoung-Hee Kwon;Byeong-Hoo Lee;Ji-Hoon Jeong,2021.0,10.1109/bci51272.2021.9385358,,,https://doi.org/10.1109/bci51272.2021.9385358,English,Exclude,Not EEG-BCI focused,Motor Imagery Classification Emphasizing Corresponding Frequency Domain Method based on Deep Learning Framework,,,,,0.9,0.6,
crossref:10.1109/iww-bci.2018.8311534,CrossRef,crossref:10.1109/iww-bci.2018.8311534,Movement state classification for bimanual BCI from non-human primate's epidural ECoG using three-dimensional convolutional neural network,Hoseok Choi;Jeyeon Lee;Jinsick Park;Baek Hwan Cho;Kyoung-Min Lee;Dong Pyo Jang,2018.0,10.1109/iww-bci.2018.8311534,,,https://doi.org/10.1109/iww-bci.2018.8311534,English,Exclude,Outside date range,Movement state classification for bimanual BCI from non-human primate's epidural ECoG using three-dimensional convolutional neural network,,,,,0.95,0.6,
crossref:10.1109/bci48061.2020.9061644,CrossRef,crossref:10.1109/bci48061.2020.9061644,Decoding Visual Responses based on Deep Neural Networks with Ear-EEG Signals,Young-Eun Lee;Minji Lee,2020.0,10.1109/bci48061.2020.9061644,,,https://doi.org/10.1109/bci48061.2020.9061644,English,Exclude,Not classification-focused,Decoding Visual Responses based on Deep Neural Networks with Ear-EEG Signals,,,,,0.85,0.6,
crossref:10.1109/bci48061.2020.9061637,CrossRef,crossref:10.1109/bci48061.2020.9061637,Prediction of Visual Memorability with EEG Signals using Deep Neural Networks,Sang-Yeong Jo;Jin-Woo Jeong,2020.0,10.1109/bci48061.2020.9061637,,,https://doi.org/10.1109/bci48061.2020.9061637,English,Exclude,Not classification-focused,Prediction of Visual Memorability with EEG Signals using Deep Neural Networks,,,,,0.85,0.6,
crossref:10.1109/bci57258.2023.10078628,CrossRef,crossref:10.1109/bci57258.2023.10078628,Effects of Input Neuron Mapping Coordinates in Spiking Neural Network on the Motor Imagery EEG Signals Classification,Gege Zhan;Haolong Su;Pengchao Wang;Lan Niu;Jianxiong Bin;Wei Mu;Xueze Zhang;Haifeng Jiang;Lihua Zhang;Xiaoyang Kang,2023.0,10.1109/bci57258.2023.10078628,,https://doi.org/10.1109/bci57258.2023.10078628,https://doi.org/10.1109/bci57258.2023.10078628,English,Include,,Effects of Input Neuron Mapping Coordinates in Spiking Neural Network on the Motor Imagery EEG Signals Classification,Exclude,Insufficient methodological detail,No DL architecture mention in full text or abstract,,0.8,0.6,
crossref:10.5220/0013597000004664,CrossRef,crossref:10.5220/0013597000004664,Improving Disease Classification Accuracy with Hybrid CNN-RNN Architectures for Lung Tumors,Vishal Patil;Vineet Hiremani;Adil Mulimani;Shreeniwas Kolagal;Channabasappa Muttal,2025.0,10.5220/0013597000004664,,,https://doi.org/10.5220/0013597000004664,English,Exclude,Outside date range,Improving Disease Classification Accuracy with Hybrid CNN-RNN Architectures for Lung Tumors,,,,,0.95,0.6,
crossref:10.1101/2024.12.11.627386,CrossRef,crossref:10.1101/2024.12.11.627386,Classification of Visual Imagery and Imagined Speech EEG based Brain Computer Interfaces using 1D Convolutional Neural Network,Diane Le,2024.0,10.1101/2024.12.11.627386,"<jats:title>Abstract</jats:title><jats:p>Non-invasive brain-computer interfaces (BCI) utilising electroencephalogram (EEG) signals are a current popular, affordable and accessible method for establishing communication paths between the mind and external devices. However, the challenges faced are inter-subject variability, BCI illiteracy and poor machine learning decoding performance. Two emerging intuitive mental paradigms, Visual Imagery (VI) and Imagined Speech (IS) show promise to optimise the development of non-invasive BCIs, which involves the extraction of corresponding neural patterns during the imagined tasks. This study took a comprehensive user-centric approach to build on the current foundation of knowledge on VI and IS EEG-BCIs utilising an adapted 1D-CNN to optimise the classification decoding performance. Twenty healthy participants were assessed for their ability to visualise imagery in their minds and performed the VI and IS mental paradigms in two class conditions “push” and “relax”. It was shown that alpha and beta suppression was observed during the “push” condition of VI compared to the “relax” condition, and those that scored higher in the VVIQ had better VI classification accuracy than those who did not. The adapted 1D-CNN model performed well for classification between the two classes “push” and “relax” at 89.3% and 77.87% performance accuracy for VI and IS, respectively. These findings contribute to the current body of work on VI BCI, that it is a dynamic and plausible option compared to standard BCI paradigms, and VI BCI illiteracy could potentially be controlled by VVIQ. It also demonstrated the potential of the 1D-CNN model in classification of VI and IS EEG-BCIs.</jats:p>",https://doi.org/10.1101/2024.12.11.627386,https://doi.org/10.1101/2024.12.11.627386,English,Include,,Classification of Visual Imagery and Imagined Speech EEG based Brain Computer Interfaces using 1D Convolutional Neural Network,Exclude,No performance metrics reported,No metrics found in full text,,0.9,0.8,small_sample_mentioned
crossref:10.3390/s24103040,CrossRef,crossref:10.3390/s24103040,Enhancing Classification Accuracy with Integrated Contextual Gate Network: Deep Learning Approach for Functional Near-Infrared Spectroscopy Brain–Computer Interface Application,Jamila Akhter;Noman Naseer;Hammad Nazeer;Haroon Khan;Peyman Mirtaheri,2024.0,10.3390/s24103040,"<jats:p>Brain–computer interface (BCI) systems include signal acquisition, preprocessing, feature extraction, classification, and an application phase. In fNIRS-BCI systems, deep learning (DL) algorithms play a crucial role in enhancing accuracy. Unlike traditional machine learning (ML) classifiers, DL algorithms eliminate the need for manual feature extraction. DL neural networks automatically extract hidden patterns/features within a dataset to classify the data. In this study, a hand-gripping (closing and opening) two-class motor activity dataset from twenty healthy participants is acquired, and an integrated contextual gate network (ICGN) algorithm (proposed) is applied to that dataset to enhance the classification accuracy. The proposed algorithm extracts the features from the filtered data and generates the patterns based on the information from the previous cells within the network. Accordingly, classification is performed based on the similar generated patterns within the dataset. The accuracy of the proposed algorithm is compared with the long short-term memory (LSTM) and bidirectional long short-term memory (Bi-LSTM). The proposed ICGN algorithm yielded a classification accuracy of 91.23 ± 1.60%, which is significantly (p &lt; 0.025) higher than the 84.89 ± 3.91 and 88.82 ± 1.96 achieved by LSTM and Bi-LSTM, respectively. An open access, three-class (right- and left-hand finger tapping and dominant foot tapping) dataset of 30 subjects is used to validate the proposed algorithm. The results show that ICGN can be efficiently used for the classification of two- and three-class problems in fNIRS-based BCI applications.</jats:p>",https://doi.org/10.3390/s24103040,https://doi.org/10.3390/s24103040,English,Include,,Enhancing Classification Accuracy with Integrated Contextual Gate Network: Deep Learning Approach for Functional Near-Infrared Spectroscopy Brain–Computer Interface Application,Exclude,No performance metrics reported,No metrics found in full text,,0.9,0.8,small_sample_mentioned
crossref:10.1142/9781786349590_0005,CrossRef,crossref:10.1142/9781786349590_0005,Deep Learning-Based BCI Applications,,2021.0,10.1142/9781786349590_0005,,,https://doi.org/10.1142/9781786349590_0005,English,Exclude,Not classification-focused,Deep Learning-Based BCI Applications,,,,,0.85,0.6,
crossref:10.1109/bci65088.2025.10931335,CrossRef,crossref:10.1109/bci65088.2025.10931335,Optimized Time Window Segmentation for Motor Imagery EEG Classification: An Ant Colony Optimization-Based Approach,Rosi Indah Agustin;Pisut Raphisak,2025.0,10.1109/bci65088.2025.10931335,,,https://doi.org/10.1109/bci65088.2025.10931335,English,Exclude,Outside date range,Optimized Time Window Segmentation for Motor Imagery EEG Classification: An Ant Colony Optimization-Based Approach,,,,,0.95,0.6,
crossref:10.1109/iww-bci.2016.7457445,CrossRef,crossref:10.1109/iww-bci.2016.7457445,Finger flexion imagery: EEG classification through physiologically-inspired feature extraction and hierarchical voting,Daniel Furman;Roi Reichart;Hillel Pratt,2016.0,10.1109/iww-bci.2016.7457445,,,https://doi.org/10.1109/iww-bci.2016.7457445,English,Exclude,Outside date range,Finger flexion imagery: EEG classification through physiologically-inspired feature extraction and hierarchical voting,,,,,0.95,0.6,
crossref:10.1109/bci51272.2021.9385347,CrossRef,crossref:10.1109/bci51272.2021.9385347,Speech Imagery Classification using Length-Wise Training based on Deep Learning,Byeong-Hoo Lee;Byoung-Hee Kwon;Do-Yeun Lee;Ji-Hoon Jeong,2021.0,10.1109/bci51272.2021.9385347,,,https://doi.org/10.1109/bci51272.2021.9385347,English,Exclude,Not EEG-BCI focused,Speech Imagery Classification using Length-Wise Training based on Deep Learning,,,,,0.9,0.6,
crossref:10.20944/preprints202310.1753.v1,CrossRef,crossref:10.20944/preprints202310.1753.v1,Blood Cell Classification: Convolutional Neural Network (CNN) and Vision Transformer (ViT) under Medical Microscope,Mohamad Abou Ali;Fadi Dornaika;Ignacio Arganda-Carreras,2023.0,10.20944/preprints202310.1753.v1,"<jats:p>Deep Learning (DL) has made significant advances in computer vision with the advent of Vision Transformers (ViT). Unlike Convolutional Neural Networks (CNNs), ViTs use self-attention to extract both local and global features from image data, and then use residual connections to feed these features directly into a fully networked multilayer perceptron head. In hospitals, hematologists prepare peripheral blood smears (PBSs) and read them under a medical microscope to detect abnormalities in blood counts such as leukemia. However, this task is time-consuming and prone to human error. This study investigates the transfer learning process of Google ViT and ImageNet CNNs to automate the reading of PBSs. The study used two online PBS datasets, PBC and BCCD, and transferred them into balanced datasets to investigate the influence of data amount and noise immunity on both neural networks. The PBC results show that Google ViT is an excellent DL neural solution for data scarcity. The BCCD results show that Google ViT is superior to ImageNet CNNs in dealing with unclean, noisy image data because it is able to extract both global and local features and use residual connections, despite the additional time and computational overhead.</jats:p>",,https://doi.org/10.20944/preprints202310.1753.v1,English,Exclude,Not EEG-BCI focused,Blood Cell Classification: Convolutional Neural Network (CNN) and Vision Transformer (ViT) under Medical Microscope,,,,,0.9,0.6,
crossref:10.1002/aisy.202500393,CrossRef,crossref:10.1002/aisy.202500393,Ensemble Deep Learning Approach for Brain Tumor Classification Using Vision Transformer and Convolutional Neural Network,Ismail Oztel,2025.0,10.1002/aisy.202500393,"<jats:p>The treatment plan for brain tumors varies depending on the type and stage of the tumor. Early diagnosis plays a vital role in determining appropriate treatment. In addition to clinical routines, artificial intelligence‐based systems that produce automated, quantitative, and objective results can assist clinicians and scientists in making early diagnoses. For this motivation, this study proposes a deep learning‐based system that classifies brain tumors obtained by magnetic resonance imaging. In the proposed approach, several wavelet transform approaches are applied to the raw dataset images. Thus, in addition to automated feature extraction in deep learning, it aimed to detect more detailed features. Therefore, four types of datasets have been obtained. Then, using the transfer learning approach, some popular convolutional neural network and vision transformer models are trained separately with the four‐type datasets, and the test results are compared. The networks that produced the highest results are used to make the final decision with the ensemble technique. In the first analysis, the best performance was obtained using original data with an 83.50% accuracy value, and the second highest performance is obtained 81.72% accuracy value using the Daubhecies wavelet before deep learning. The third and fourth high performances are 81.47% and 81.22% accuracy, respectively, using original data. In the ensemble analysis, the highest result is achieved at 85.03% accuracy value using the bagging‐ensemble approach of the networks, namely MobileNet‐v3, vision transformer, ResNeXt, and DenseNet‐201. This study demonstrates that using a hybrid wavelet transform and deep learning approach improves classification performance. This may inspire the use of the same method to solve different classification problems.</jats:p>",,https://doi.org/10.1002/aisy.202500393,English,Exclude,Outside date range,Ensemble Deep Learning Approach for Brain Tumor Classification Using Vision Transformer and Convolutional Neural Network,,,,,0.95,0.6,
crossref:10.1002/2050-7038.13204/v1/review1,CrossRef,crossref:10.1002/2050-7038.13204/v1/review1,"Review for ""CNN / Bi‐LSTM‐based deep learning algorithm for classification of power quality disturbances by using spectrogram images""",,2021.0,10.1002/2050-7038.13204/v1/review1,,,https://doi.org/10.1002/2050-7038.13204/v1/review1,English,Exclude,Review/survey papers,"Review for ""CNN / Bi‐LSTM‐based deep learning algorithm for classification of power quality disturbances by using spectrogram images""",,,,,0.95,0.6,
crossref:10.1002/2050-7038.13204/v1/review2,CrossRef,crossref:10.1002/2050-7038.13204/v1/review2,"Review for ""CNN / Bi‐LSTM‐based deep learning algorithm for classification of power quality disturbances by using spectrogram images""",,2021.0,10.1002/2050-7038.13204/v1/review2,,,https://doi.org/10.1002/2050-7038.13204/v1/review2,English,Exclude,Review/survey papers,"Review for ""CNN / Bi‐LSTM‐based deep learning algorithm for classification of power quality disturbances by using spectrogram images""",,,,,0.95,0.6,
crossref:10.5220/0013190900003911,CrossRef,crossref:10.5220/0013190900003911,Unified CNN-Transformer Model for Mental Workload Classification Using EEG,Fiza Parveen;Arnav Bhavsar,2025.0,10.5220/0013190900003911,,,https://doi.org/10.5220/0013190900003911,English,Exclude,Outside date range,Unified CNN-Transformer Model for Mental Workload Classification Using EEG,,,,,0.95,0.6,
crossref:10.3390/cancers11121901,CrossRef,crossref:10.3390/cancers11121901,Parallel Structure Deep Neural Network Using CNN and RNN with an Attention Mechanism for Breast Cancer Histology Image Classification,Hongdou Yao;Xuejie Zhang;Xiaobing Zhou;Shengyan Liu,2019.0,10.3390/cancers11121901,"<jats:p>In this paper, we present a new deep learning model to classify hematoxylin–eosin-stained breast biopsy images into four classes (normal tissues, benign lesions, in situ carcinomas, and invasive carcinomas). Our model uses a parallel structure consist of a convolutional neural network (CNN) and a recurrent neural network (RNN) for image feature extraction, which is greatly different from the common existed serial method of extracting image features by CNN and then inputting them into RNN. Then, we introduce a special perceptron attention mechanism, which is derived from the natural language processing (NLP) field, to unify the features extracted by the two different neural network structures of the model. In the convolution layer, general batch normalization is replaced by the new switchable normalization method. And the latest regularization technology, targeted dropout, is used to substitute for the general dropout in the last three fully connected layers of the model. In the testing phase, we use the model fusion method and test time augmentation technology on three different datasets of hematoxylin–eosin-stained breast biopsy images. The results demonstrate that our model significantly outperforms state-of-the-art methods.</jats:p>",,https://doi.org/10.3390/cancers11121901,English,Exclude,Not EEG-BCI focused,Parallel Structure Deep Neural Network Using CNN and RNN with an Attention Mechanism for Breast Cancer Histology Image Classification,,,,,0.9,0.6,
